1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:new_sent	1_anno_scriptorium:norm	1_anno_scriptorium:orig	1_anno_scriptorium:pos	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lang	2_anno_scriptorium:lemma	2_anno_scriptorium:new_sent	2_anno_scriptorium:norm	2_anno_scriptorium:orig	2_anno_scriptorium:pos
6475232	ⲃⲱⲕ	parataxis	ⲃⲱⲕ	'NULL'	ⲃⲱⲕ	'NULL'	V	6475235	ϩⲱⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱⲱ	'NULL'	IMOD
6484803	ⲕ︥	iobj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6484806	ϩⲁϩ	nsubj	'NULL'	ϩⲁϩ	'NULL'	ϩⲁϩ	'NULL'	N
6512469	ⲁⲛⲟⲕ	dislocated	ⲁⲛⲟⲕ	true	ⲁⲛⲟⲕ	'NULL'	PPERI	6512476	ϩⲱⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱⲱ	'NULL'	IMOD
6512687	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6512692	ϩⲱⲡ	root	'NULL'	ϩⲱⲡ	'NULL'	ϩⲱⲡ	'NULL'	V
6512795	ⲁⲛⲟⲕ	dislocated	ⲁⲛⲟⲕ	'NULL'	ⲁⲛⲟⲕ	'NULL'	PPERI	6512800	ϩⲱⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱⲱ	'NULL'	IMOD
6520987	ⲡⲉⲕ	det	ⲡⲉⲕ	'NULL'	ⲡⲉⲕ	'NULL'	PPOS	6520994	ϩ︤ⲣ︦︥ⲃ	nsubj	'NULL'	ϩⲣⲃ	'NULL'	ϩⲣⲃ	'NULL'	N
6520997	ⲡⲉⲕ	det	ⲡⲉⲕ	'NULL'	ⲡⲉⲕ	'NULL'	PPOS	6521003	ϩ︤ⲣ︦ⲃ︥	parataxis	'NULL'	ϩⲣⲃ	'NULL'	ϩⲣⲃ	'NULL'	N
6521878	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6521881	ϩⲉ⳿	advcl	'NULL'	ϩⲉ	'NULL'	ϩⲉ	'NULL'	V
6523620	ⲕ	obj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6523623	ϩ︤ⲙ︥	case	'NULL'	ϩⲛ	'NULL'	ϩⲙ	'NULL'	PREP
6523648	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6523651	ϩⲱⲡ⳿	conj	'NULL'	ϩⲱⲡ	'NULL'	ϩⲱⲡ	'NULL'	V
6529101	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6529104	ϩⲱⲙ⳿	parataxis	'NULL'	ϩⲱⲙ	'NULL'	ϩⲱⲙ	'NULL'	V
6529180	ⲕ︥	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6529183	ϩⲉ	acl:relcl	'NULL'	ϩⲉ	'NULL'	ϩⲉ	'NULL'	V
